date,type,locale,locale_name,description,transferred,dayofweek,working_day,description_base_es,description_base_en
2012-12-24,Bridge,National,Ecuador,Puente Navidad,False,Monday,No, Navidad,Christmas
2012-12-24,Additional,National,Ecuador,Navidad-1,False,Monday,No,Navidad,Christmas
2012-12-25,Holiday,National,Ecuador,Navidad,False,Tuesday,No,Navidad,Christmas
2012-12-26,Additional,National,Ecuador,Navidad+1,False,Wednesday,No,Navidad,Christmas
2012-12-31,Bridge,National,Ecuador,Puente Primer dia del ano,False,Monday,No, Primer dia del ano,First day of the year
2012-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Monday,No,Primer dia del ano,First day of the year
2013-01-01,Holiday,National,Ecuador,Primer dia del ano,False,Tuesday,No,Primer dia del ano,First day of the year
2013-01-05,Work Day,National,Ecuador,Recupero puente Navidad,False,Saturday,Yes, Navidad,Christmas
2013-01-12,Work Day,National,Ecuador,Recupero puente primer dia del ano,False,Saturday,Yes, primer dia del ano,first day of the year
2013-02-11,Holiday,National,Ecuador,Carnaval,False,Monday,No,Carnaval,Carnaval
2013-02-12,Holiday,National,Ecuador,Carnaval,False,Tuesday,No,Carnaval,Carnaval
2013-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Saturday,No,Fundacion ,Foundation
2013-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Monday,No,Provincializacion ,provincialization
2013-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,False,Friday,No,Fundacion ,Foundation
2013-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Sunday,No,Cantonizacion ,cantonization
2013-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Sunday,No,Cantonizacion ,cantonization
2013-04-29,Holiday,National,Ecuador,Viernes Santo,False,Monday,No,Viernes Santo,Holy Friday
2013-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Wednesday,No,Dia del Trabajo,Labor Day
2013-05-11,Additional,National,Ecuador,Dia de la Madre-1,False,Saturday,No,Dia la Madre,mother's day
2013-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Sunday,No,Cantonizacion del ,Cantonization of
2013-05-12,Event,National,Ecuador,Dia de la Madre,False,Sunday,No,Dia la Madre,mother's day
2013-05-24,Holiday,National,Ecuador,Batalla de Pichincha,False,Friday,No,Batalla Pichincha,Pichincha Battle
2013-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Sunday,No,Cantonizacion ,cantonization
2013-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Tuesday,No,Provincializacion ,provincialization
2013-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Tuesday,No,Fundacion ,Foundation
2013-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Tuesday,No,Cantonizacion ,cantonization
2013-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Wednesday,No,Cantonizacion ,cantonization
2013-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Wednesday,No,Fundacion ,Foundation
2013-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Tuesday,No,Cantonizacion ,cantonization
2013-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,Wednesday,No,Fundacion ,Foundation
2013-07-25,Holiday,Local,Guayaquil,Fundacion de Guayaquil,False,Thursday,No,Fundacion ,Foundation
2013-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Monday,No,Fundacion ,Foundation
2013-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,False,Saturday,No,Primer Grito Independencia,First Cry Independence
2013-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Thursday,No,Fundacion ,Foundation
2013-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Saturday,No,Fundacion ,Foundation
2013-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,False,Saturday,No,Fundacion ,Foundation
2013-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Monday,No,Cantonizacion ,cantonization
2013-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,True,Wednesday,No,Independencia ,Independence
2013-10-11,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,False,Friday,No, Independencia ,Independence
2013-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Saturday,No,Dia Difuntos,Day of the Dead
2013-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Sunday,No,Independencia ,Independence
2013-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Wednesday,No,Provincializacion ,provincialization
2013-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Thursday,No,Provincializacion ,provincialization
2013-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Sunday,No,Independencia ,Independence
2013-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Monday,No,Independencia ,Independence
2013-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Tuesday,No,Independencia ,Independence
2013-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Thursday,No,Fundacion ,Foundation
2013-12-06,Holiday,Local,Quito,Fundacion de Quito,False,Friday,No,Fundacion ,Foundation
2013-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Sunday,No,Fundacion ,Foundation
2013-12-21,Additional,National,Ecuador,Navidad-4,False,Saturday,No,Navidad,Christmas
2013-12-22,Additional,National,Ecuador,Navidad-3,False,Sunday,No,Navidad,Christmas
2013-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Sunday,No,Cantonizacion ,cantonization
2013-12-23,Additional,National,Ecuador,Navidad-2,False,Monday,No,Navidad,Christmas
2013-12-24,Additional,National,Ecuador,Navidad-1,False,Tuesday,No,Navidad,Christmas
2013-12-25,Holiday,National,Ecuador,Navidad,False,Wednesday,No,Navidad,Christmas
2013-12-26,Additional,National,Ecuador,Navidad+1,False,Thursday,No,Navidad,Christmas
2013-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Tuesday,No,Primer dia del ano,First day of the year
2014-01-01,Holiday,National,Ecuador,Primer dia del ano,False,Wednesday,No,Primer dia del ano,First day of the year
2014-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Sunday,No,Fundacion ,Foundation
2014-03-03,Holiday,National,Ecuador,Carnaval,False,Monday,No,Carnaval,Carnaval
2014-03-04,Holiday,National,Ecuador,Carnaval,False,Tuesday,No,Carnaval,Carnaval
2014-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Tuesday,No,Provincializacion ,provincialization
2014-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,False,Saturday,No,Fundacion ,Foundation
2014-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Monday,No,Cantonizacion ,cantonization
2014-04-18,Holiday,National,Ecuador,Viernes Santo,False,Friday,No,Viernes Santo,Holy Friday
2014-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Monday,No,Cantonizacion ,cantonization
2014-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Thursday,No,Dia del Trabajo,Labor Day
2014-05-10,Additional,National,Ecuador,Dia de la Madre-1,False,Saturday,No,Dia la Madre,mother's day
2014-05-11,Event,National,Ecuador,Dia de la Madre,False,Sunday,No,Dia la Madre,mother's day
2014-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Monday,No,Cantonizacion del ,Cantonization of
2014-05-24,Holiday,National,Ecuador,Batalla de Pichincha,False,Saturday,No,Batalla Pichincha,Pichincha Battle
2014-06-12,Event,National,Ecuador,Inauguracion Mundial de futbol Brasil,False,Thursday,Yes,Mundial futbol Brasil,world soccer brazil
2014-06-15,Event,National,Ecuador,Mundial de futbol Brasil: Ecuador-Suiza,False,Sunday,No,Mundial futbol Brasil,world soccer brazil
2014-06-20,Event,National,Ecuador,Mundial de futbol Brasil: Ecuador-Honduras,False,Friday,Yes,Mundial futbol Brasil,world soccer brazil
2014-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Monday,No,Cantonizacion ,cantonization
2014-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Wednesday,No,Cantonizacion ,cantonization
2014-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Wednesday,No,Fundacion ,Foundation
2014-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Wednesday,No,Provincializacion ,provincialization
2014-06-25,Event,National,Ecuador,Mundial de futbol Brasil: Ecuador-Francia,False,Wednesday,Yes,Mundial futbol Brasil,world soccer brazil
2014-06-28,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,Saturday,No,Mundial futbol Brasil,world soccer brazil
2014-06-29,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,Sunday,No,Mundial futbol Brasil,world soccer brazil
2014-06-30,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,Monday,Yes,Mundial futbol Brasil,world soccer brazil
2014-07-01,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,Tuesday,Yes,Mundial futbol Brasil,world soccer brazil
2014-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Thursday,No,Cantonizacion ,cantonization
2014-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Thursday,No,Fundacion ,Foundation
2014-07-04,Event,National,Ecuador,Mundial de futbol Brasil: Cuartos de Final,False,Friday,Yes,Mundial futbol Brasil,world soccer brazil
2014-07-05,Event,National,Ecuador,Mundial de futbol Brasil: Cuartos de Final,False,Saturday,No,Mundial futbol Brasil,world soccer brazil
2014-07-08,Event,National,Ecuador,Mundial de futbol Brasil: Semifinales,False,Tuesday,Yes,Mundial futbol Brasil,world soccer brazil
2014-07-09,Event,National,Ecuador,Mundial de futbol Brasil: Semifinales,False,Wednesday,Yes,Mundial futbol Brasil,world soccer brazil
2014-07-12,Event,National,Ecuador,Mundial de futbol Brasil: Tercer y cuarto lugar,False,Saturday,No,Mundial futbol Brasil,world soccer brazil
2014-07-13,Event,National,Ecuador,Mundial de futbol Brasil: Final,False,Sunday,No,Mundial futbol Brasil,world soccer brazil
2014-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Wednesday,No,Cantonizacion ,cantonization
2014-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,Thursday,No,Fundacion ,Foundation
2014-07-25,Holiday,Local,Guayaquil,Fundacion de Guayaquil,False,Friday,No,Fundacion ,Foundation
2014-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Tuesday,No,Fundacion ,Foundation
2014-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,False,Sunday,No,Primer Grito Independencia,First Cry Independence
2014-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Friday,No,Fundacion ,Foundation
2014-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Sunday,No,Fundacion ,Foundation
2014-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,False,Sunday,No,Fundacion ,Foundation
2014-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Tuesday,No,Cantonizacion ,cantonization
2014-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,True,Thursday,No,Independencia ,Independence
2014-10-10,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,False,Friday,No, Independencia ,Independence
2014-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Sunday,No,Dia Difuntos,Day of the Dead
2014-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Monday,No,Independencia ,Independence
2014-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Thursday,No,Provincializacion ,provincialization
2014-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Friday,No,Provincializacion ,provincialization
2014-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Monday,No,Independencia ,Independence
2014-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Tuesday,No,Independencia ,Independence
2014-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Wednesday,No,Independencia ,Independence
2014-11-28,Event,National,Ecuador,Black Friday,False,Friday,Yes,Black Friday,Black Friday
2014-12-01,Event,National,Ecuador,Cyber Monday,False,Monday,Yes,Cyber Monday,Cyber Monday
2014-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Friday,No,Fundacion ,Foundation
2014-12-06,Holiday,Local,Quito,Fundacion de Quito,False,Saturday,No,Fundacion ,Foundation
2014-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Monday,No,Fundacion ,Foundation
2014-12-20,Work Day,National,Ecuador,Recupero Puente Navidad,False,Saturday,Yes, Navidad,Christmas
2014-12-21,Additional,National,Ecuador,Navidad-4,False,Sunday,No,Navidad,Christmas
2014-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Monday,No,Cantonizacion ,cantonization
2014-12-22,Additional,National,Ecuador,Navidad-3,False,Monday,No,Navidad,Christmas
2014-12-23,Additional,National,Ecuador,Navidad-2,False,Tuesday,No,Navidad,Christmas
2014-12-24,Additional,National,Ecuador,Navidad-1,False,Wednesday,No,Navidad,Christmas
2014-12-25,Holiday,National,Ecuador,Navidad,False,Thursday,No,Navidad,Christmas
2014-12-26,Bridge,National,Ecuador,Puente Navidad,False,Friday,No, Navidad,Christmas
2014-12-26,Additional,National,Ecuador,Navidad+1,False,Friday,No,Navidad,Christmas
2014-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Wednesday,No,Primer dia del ano,First day of the year
2015-01-01,Holiday,National,Ecuador,Primer dia del ano,False,Thursday,No,Primer dia del ano,First day of the year
2015-01-02,Bridge,National,Ecuador,Puente Primer dia del ano,False,Friday,No, Primer dia del ano,First day of the year
2015-01-10,Work Day,National,Ecuador,Recupero Puente Primer dia del ano,False,Saturday,Yes, Primer dia del ano,First day of the year
2015-02-16,Holiday,National,Ecuador,Carnaval,False,Monday,No,Carnaval,Carnaval
2015-02-17,Holiday,National,Ecuador,Carnaval,False,Tuesday,No,Carnaval,Carnaval
2015-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Monday,No,Fundacion ,Foundation
2015-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Wednesday,No,Provincializacion ,provincialization
2015-04-03,Holiday,National,Ecuador,Viernes Santo,False,Friday,No,Viernes Santo,Holy Friday
2015-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,False,Sunday,No,Fundacion ,Foundation
2015-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Tuesday,No,Cantonizacion ,cantonization
2015-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Tuesday,No,Cantonizacion ,cantonization
2015-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Friday,No,Dia del Trabajo,Labor Day
2015-05-09,Additional,National,Ecuador,Dia de la Madre-1,False,Saturday,No,Dia la Madre,mother's day
2015-05-10,Event,National,Ecuador,Dia de la Madre,False,Sunday,No,Dia la Madre,mother's day
2015-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Tuesday,No,Cantonizacion del ,Cantonization of
2015-05-24,Holiday,National,Ecuador,Batalla de Pichincha,False,Sunday,No,Batalla Pichincha,Pichincha Battle
2015-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Tuesday,No,Cantonizacion ,cantonization
2015-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Thursday,No,Fundacion ,Foundation
2015-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Thursday,No,Provincializacion ,provincialization
2015-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Thursday,No,Cantonizacion ,cantonization
2015-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Friday,No,Cantonizacion ,cantonization
2015-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Friday,No,Fundacion ,Foundation
2015-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Thursday,No,Cantonizacion ,cantonization
2015-07-24,Holiday,Local,Guayaquil,Fundacion de Guayaquil-1,False,Friday,No,Fundacion ,Foundation
2015-07-25,Holiday,Local,Guayaquil,Fundacion de Guayaquil,False,Saturday,No,Fundacion ,Foundation
2015-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Wednesday,No,Fundacion ,Foundation
2015-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,False,Monday,No,Primer Grito Independencia,First Cry Independence
2015-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Saturday,No,Fundacion ,Foundation
2015-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Monday,No,Fundacion ,Foundation
2015-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,False,Monday,No,Fundacion ,Foundation
2015-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Wednesday,No,Cantonizacion ,cantonization
2015-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,False,Friday,No,Independencia ,Independence
2015-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Monday,No,Dia Difuntos,Day of the Dead
2015-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Tuesday,No,Independencia ,Independence
2015-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Friday,No,Provincializacion ,provincialization
2015-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Saturday,No,Provincializacion ,provincialization
2015-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Tuesday,No,Independencia ,Independence
2015-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Wednesday,No,Independencia ,Independence
2015-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Thursday,No,Independencia ,Independence
2015-11-27,Event,National,Ecuador,Black Friday,False,Friday,Yes,Black Friday,Black Friday
2015-11-30,Event,National,Ecuador,Cyber Monday,False,Monday,Yes,Cyber Monday,Cyber Monday
2015-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Saturday,No,Fundacion ,Foundation
2015-12-06,Holiday,Local,Quito,Fundacion de Quito,False,Sunday,No,Fundacion ,Foundation
2015-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Tuesday,No,Fundacion ,Foundation
2015-12-21,Additional,National,Ecuador,Navidad-4,False,Monday,No,Navidad,Christmas
2015-12-22,Additional,National,Ecuador,Navidad-3,False,Tuesday,No,Navidad,Christmas
2015-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Tuesday,No,Cantonizacion ,cantonization
2015-12-23,Additional,National,Ecuador,Navidad-2,False,Wednesday,No,Navidad,Christmas
2015-12-24,Additional,National,Ecuador,Navidad-1,False,Thursday,No,Navidad,Christmas
2015-12-25,Holiday,National,Ecuador,Navidad,False,Friday,No,Navidad,Christmas
2015-12-26,Additional,National,Ecuador,Navidad+1,False,Saturday,No,Navidad,Christmas
2015-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Thursday,No,Primer dia del ano,First day of the year
2016-01-01,Holiday,National,Ecuador,Primer dia del ano,False,Friday,No,Primer dia del ano,First day of the year
2016-02-08,Holiday,National,Ecuador,Carnaval,False,Monday,No,Carnaval,Carnaval
2016-02-09,Holiday,National,Ecuador,Carnaval,False,Tuesday,No,Carnaval,Carnaval
2016-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Wednesday,No,Fundacion ,Foundation
2016-03-25,Holiday,National,Ecuador,Viernes Santo,False,Friday,No,Viernes Santo,Holy Friday
2016-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Friday,No,Provincializacion ,provincialization
2016-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,False,Tuesday,No,Fundacion ,Foundation
2016-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Thursday,No,Cantonizacion ,cantonization
2016-04-16,Event,National,Ecuador,Terremoto Manabi,False,Saturday,No,Terremoto Manabi,Manabi earthquake
2016-04-17,Event,National,Ecuador,Terremoto Manabi+1,False,Sunday,No,Terremoto Manabi,Manabi earthquake
2016-04-18,Event,National,Ecuador,Terremoto Manabi+2,False,Monday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-19,Event,National,Ecuador,Terremoto Manabi+3,False,Tuesday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-20,Event,National,Ecuador,Terremoto Manabi+4,False,Wednesday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Thursday,No,Cantonizacion ,cantonization
2016-04-21,Event,National,Ecuador,Terremoto Manabi+5,False,Thursday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-22,Event,National,Ecuador,Terremoto Manabi+6,False,Friday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-23,Event,National,Ecuador,Terremoto Manabi+7,False,Saturday,No,Terremoto Manabi,Manabi earthquake
2016-04-24,Event,National,Ecuador,Terremoto Manabi+8,False,Sunday,No,Terremoto Manabi,Manabi earthquake
2016-04-25,Event,National,Ecuador,Terremoto Manabi+9,False,Monday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-26,Event,National,Ecuador,Terremoto Manabi+10,False,Tuesday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-27,Event,National,Ecuador,Terremoto Manabi+11,False,Wednesday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-28,Event,National,Ecuador,Terremoto Manabi+12,False,Thursday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-29,Event,National,Ecuador,Terremoto Manabi+13,False,Friday,Yes,Terremoto Manabi,Manabi earthquake
2016-04-30,Event,National,Ecuador,Terremoto Manabi+14,False,Saturday,No,Terremoto Manabi,Manabi earthquake
2016-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Sunday,No,Dia del Trabajo,Labor Day
2016-05-01,Event,National,Ecuador,Terremoto Manabi+15,False,Sunday,No,Terremoto Manabi,Manabi earthquake
2016-05-02,Event,National,Ecuador,Terremoto Manabi+16,False,Monday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-03,Event,National,Ecuador,Terremoto Manabi+17,False,Tuesday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-04,Event,National,Ecuador,Terremoto Manabi+18,False,Wednesday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-05,Event,National,Ecuador,Terremoto Manabi+19,False,Thursday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-06,Event,National,Ecuador,Terremoto Manabi+20,False,Friday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-07,Additional,National,Ecuador,Dia de la Madre-1,False,Saturday,No,Dia la Madre,mother's day
2016-05-07,Event,National,Ecuador,Terremoto Manabi+21,False,Saturday,No,Terremoto Manabi,Manabi earthquake
2016-05-08,Event,National,Ecuador,Terremoto Manabi+22,False,Sunday,No,Terremoto Manabi,Manabi earthquake
2016-05-08,Event,National,Ecuador,Dia de la Madre,False,Sunday,No,Dia la Madre,mother's day
2016-05-09,Event,National,Ecuador,Terremoto Manabi+23,False,Monday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-10,Event,National,Ecuador,Terremoto Manabi+24,False,Tuesday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-11,Event,National,Ecuador,Terremoto Manabi+25,False,Wednesday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Thursday,No,Cantonizacion del ,Cantonization of
2016-05-12,Event,National,Ecuador,Terremoto Manabi+26,False,Thursday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-13,Event,National,Ecuador,Terremoto Manabi+27,False,Friday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-14,Event,National,Ecuador,Terremoto Manabi+28,False,Saturday,No,Terremoto Manabi,Manabi earthquake
